missions,tasks_per_mission,total_tasks,manpower,shift,location,campaign_in_weeks
8,24,192,64,3,3,4
12,30,360,120,3,3,4
2,44,88,30,3,3,4
1,11,11,4,3,3,4
16,36,576,192,3,3,4
5,11,55,19,3,3,4
3,44,132,44,3,3,4
12,27,324,108,3,3,4
8,23,184,62,3,3,4
3,29,87,29,3,3,4
1,27,27,9,3,3,4
3,19,57,19,3,3,4
5,34,170,57,3,3,4
15,11,165,55,3,3,4
14,34,476,159,3,3,4
3,42,126,42,3,3,4
1,45,45,15,3,3,4
5,40,200,67,3,3,4
14,23,322,108,3,3,4
7,10,70,24,3,3,4
9,55,495,165,3,3,4
15,25,375,125,3,3,4
15,55,825,275,3,3,4
10,12,120,40,3,3,4
13,44,572,191,3,3,4
19,50,950,317,3,3,4
7,15,105,35,3,3,4
17,34,578,193,3,3,4
20,22,440,147,3,3,4
4,43,172,58,3,3,4
5,17,85,29,3,3,4
7,30,210,70,3,3,4
13,43,559,187,3,3,4
15,13,195,65,3,3,4
11,34,374,125,3,3,4
4,24,96,32,3,3,4
13,13,169,57,3,3,4
7,54,378,126,3,3,4
19,21,399,133,3,3,4
2,41,82,28,3,3,4
10,41,410,137,3,3,4
13,37,481,161,3,3,4
6,22,132,44,3,3,4
12,40,480,160,3,3,4
12,23,276,92,3,3,4
20,29,580,194,3,3,4
11,27,297,99,3,3,4
7,38,266,89,3,3,4
1,15,15,5,3,3,4
1,41,41,14,3,3,4
20,38,760,254,3,3,4
13,52,676,226,3,3,4
9,11,99,33,3,3,4
3,32,96,32,3,3,4
7,28,196,66,3,3,4
6,40,240,80,3,3,4
8,60,480,160,3,3,4
9,14,126,42,3,3,4
5,28,140,47,3,3,4
1,43,43,15,3,3,4
19,19,361,121,3,3,4
10,34,340,114,3,3,4
12,11,132,44,3,3,4
15,20,300,100,3,3,4
9,59,531,177,3,3,4
20,40,800,267,3,3,4
17,24,408,136,3,3,4
17,18,306,102,3,3,4
20,32,640,214,3,3,4
12,28,336,112,3,3,4
7,18,126,42,3,3,4
2,44,88,30,3,3,4
3,30,90,30,3,3,4
17,18,306,102,3,3,4
5,37,185,62,3,3,4
17,55,935,312,3,3,4
17,60,1020,340,3,3,4
17,16,272,91,3,3,4
2,25,50,17,3,3,4
2,25,50,17,3,3,4
5,42,210,70,3,3,4
1,13,13,5,3,3,4
1,13,13,5,3,3,4
19,48,912,304,3,3,4
2,49,98,33,3,3,4
12,26,312,104,3,3,4
6,46,276,92,3,3,4
4,48,192,64,3,3,4
11,38,418,140,3,3,4
17,45,765,255,3,3,4
6,47,282,94,3,3,4
5,48,240,80,3,3,4
20,59,1180,394,3,3,4
2,46,92,31,3,3,4
6,44,264,88,3,3,4
11,16,176,59,3,3,4
16,36,576,192,3,3,4
16,37,592,198,3,3,4
1,31,31,11,3,3,4
9,23,207,69,3,3,4
6,16,96,32,3,3,4
16,46,736,246,3,3,4
3,31,93,31,3,3,4
20,14,280,94,3,3,4
4,11,44,15,3,3,4
19,36,684,228,3,3,4
3,30,90,30,3,3,4
19,47,893,298,3,3,4
20,24,480,160,3,3,4
7,30,210,70,3,3,4
20,19,380,127,3,3,4
9,32,288,96,3,3,4
1,48,48,16,3,3,4
8,14,112,38,3,3,4
7,10,70,24,3,3,4
18,22,396,132,3,3,4
8,30,240,80,3,3,4
1,35,35,12,3,3,4
11,59,649,217,3,3,4
18,54,972,324,3,3,4
10,30,300,100,3,3,4
3,27,81,27,3,3,4
7,46,322,108,3,3,4
16,54,864,288,3,3,4
16,41,656,219,3,3,4
20,45,900,300,3,3,4
17,26,442,148,3,3,4
2,44,88,30,3,3,4
1,58,58,20,3,3,4
16,20,320,107,3,3,4
12,30,360,120,3,3,4
5,35,175,59,3,3,4
5,13,65,22,3,3,4
9,43,387,129,3,3,4
9,57,513,171,3,3,4
3,27,81,27,3,3,4
19,49,931,311,3,3,4
16,44,704,235,3,3,4
16,50,800,267,3,3,4
3,38,114,38,3,3,4
20,38,760,254,3,3,4
1,47,47,16,3,3,4
20,51,1020,340,3,3,4
11,30,330,110,3,3,4
17,51,867,289,3,3,4
8,22,176,59,3,3,4
4,58,232,78,3,3,4
6,50,300,100,3,3,4
8,26,208,70,3,3,4
20,18,360,120,3,3,4
3,50,150,50,3,3,4
16,10,160,54,3,3,4
3,11,33,11,3,3,4
18,57,1026,342,3,3,4
14,38,532,178,3,3,4
18,42,756,252,3,3,4
2,19,38,13,3,3,4
3,59,177,59,3,3,4
16,49,784,262,3,3,4
9,30,270,90,3,3,4
4,37,148,50,3,3,4
1,20,20,7,3,3,4
4,43,172,58,3,3,4
1,17,17,6,3,3,4
14,31,434,145,3,3,4
16,17,272,91,3,3,4
20,58,1160,387,3,3,4
8,24,192,64,3,3,4
7,26,182,61,3,3,4
3,32,96,32,3,3,4
17,33,561,187,3,3,4
1,54,54,18,3,3,4
16,28,448,150,3,3,4
12,14,168,56,3,3,4
19,41,779,260,3,3,4
14,53,742,248,3,3,4
6,10,60,20,3,3,4
6,32,192,64,3,3,4
13,46,598,200,3,3,4
19,17,323,108,3,3,4
8,22,176,59,3,3,4
2,17,34,12,3,3,4
1,32,32,11,3,3,4
15,52,780,260,3,3,4
1,10,10,4,3,3,4
5,54,270,90,3,3,4
16,60,960,320,3,3,4
19,33,627,209,3,3,4
4,44,176,59,3,3,4
3,33,99,33,3,3,4
17,26,442,148,3,3,4
17,14,238,80,3,3,4
12,29,348,116,3,3,4
14,30,420,140,3,3,4
6,49,294,98,3,3,4
3,40,120,40,3,3,4
9,55,495,165,3,3,4
5,45,225,75,3,3,4
17,20,340,114,3,3,4
14,24,336,112,3,3,4
3,28,84,28,3,3,4
1,16,16,6,3,3,4
20,60,1200,400,3,3,4
1,37,37,13,3,3,4
3,60,180,60,3,3,4
18,52,936,312,3,3,4
10,14,140,47,3,3,4
3,14,42,14,3,3,4
8,39,312,104,3,3,4
14,41,574,192,3,3,4
18,17,306,102,3,3,4
15,19,285,95,3,3,4
2,47,94,32,3,3,4
10,56,560,187,3,3,4
2,41,82,28,3,3,4
17,57,969,323,3,3,4
8,37,296,99,3,3,4
1,26,26,9,3,3,4
9,40,360,120,3,3,4
11,17,187,63,3,3,4
16,49,784,262,3,3,4
7,34,238,80,3,3,4
10,18,180,60,3,3,4
3,11,33,11,3,3,4
18,24,432,144,3,3,4
13,59,767,256,3,3,4
7,12,84,28,3,3,4
4,58,232,78,3,3,4
13,45,585,195,3,3,4
20,13,260,87,3,3,4
1,23,23,8,3,3,4
8,50,400,134,3,3,4
14,50,700,234,3,3,4
16,34,544,182,3,3,4
14,59,826,276,3,3,4
12,19,228,76,3,3,4
19,30,570,190,3,3,4
15,45,675,225,3,3,4
2,21,42,14,3,3,4
2,36,72,24,3,3,4
19,49,931,311,3,3,4
17,11,187,63,3,3,4
20,22,440,147,3,3,4
10,41,410,137,3,3,4
6,40,240,80,3,3,4
15,25,375,125,3,3,4
11,41,451,151,3,3,4
5,41,205,69,3,3,4
1,43,43,15,3,3,4
8,20,160,54,3,3,4
12,19,228,76,3,3,4
12,24,288,96,3,3,4
5,26,130,44,3,3,4
7,49,343,115,3,3,4
4,27,108,36,3,3,4
6,18,108,36,3,3,4
13,34,442,148,3,3,4
20,49,980,327,3,3,4
15,23,345,115,3,3,4
3,34,102,34,3,3,4
8,59,472,158,3,3,4
20,31,620,207,3,3,4
16,39,624,208,3,3,4
13,29,377,126,3,3,4
18,30,540,180,3,3,4
10,53,530,177,3,3,4
19,41,779,260,3,3,4
17,60,1020,340,3,3,4
19,55,1045,349,3,3,4
5,58,290,97,3,3,4
9,30,270,90,3,3,4
12,44,528,176,3,3,4
1,41,41,14,3,3,4
1,39,39,13,3,3,4
15,48,720,240,3,3,4
2,58,116,39,3,3,4
16,21,336,112,3,3,4
8,50,400,134,3,3,4
13,56,728,243,3,3,4
1,27,27,9,3,3,4
16,30,480,160,3,3,4
7,22,154,52,3,3,4
5,30,150,50,3,3,4
3,17,51,17,3,3,4
12,55,660,220,3,3,4
16,49,784,262,3,3,4
19,55,1045,349,3,3,4
5,16,80,27,3,3,4
14,32,448,150,3,3,4
5,53,265,89,3,3,4
15,41,615,205,3,3,4
17,20,340,114,3,3,4
14,31,434,145,3,3,4
20,31,620,207,3,3,4
5,52,260,87,3,3,4
12,34,408,136,3,3,4
16,31,496,166,3,3,4
16,37,592,198,3,3,4
7,38,266,89,3,3,4
4,22,88,30,3,3,4
1,27,27,9,3,3,4
5,11,55,19,3,3,4
10,38,380,127,3,3,4
5,30,150,50,3,3,4
4,24,96,32,3,3,4
2,36,72,24,3,3,4
20,59,1180,394,3,3,4
10,40,400,134,3,3,4
19,24,456,152,3,3,4
1,60,60,20,3,3,4
5,32,160,54,3,3,4
13,33,429,143,3,3,4
4,53,212,71,3,3,4
16,22,352,118,3,3,4
16,31,496,166,3,3,4
2,52,104,35,3,3,4
17,46,782,261,3,3,4
20,42,840,280,3,3,4
12,12,144,48,3,3,4
18,28,504,168,3,3,4
3,32,96,32,3,3,4
1,38,38,13,3,3,4
1,39,39,13,3,3,4
19,48,912,304,3,3,4
11,53,583,195,3,3,4
5,56,280,94,3,3,4
12,34,408,136,3,3,4
3,46,138,46,3,3,4
1,56,56,19,3,3,4
1,17,17,6,3,3,4
8,51,408,136,3,3,4
10,25,250,84,3,3,4
11,17,187,63,3,3,4
12,10,120,40,3,3,4
13,53,689,230,3,3,4
12,14,168,56,3,3,4
14,12,168,56,3,3,4
2,10,20,7,3,3,4
19,13,247,83,3,3,4
18,49,882,294,3,3,4
3,44,132,44,3,3,4
17,41,697,233,3,3,4
8,51,408,136,3,3,4
10,43,430,144,3,3,4
2,52,104,35,3,3,4
19,34,646,216,3,3,4
9,19,171,57,3,3,4
7,30,210,70,3,3,4
4,55,220,74,3,3,4
18,48,864,288,3,3,4
13,36,468,156,3,3,4
11,36,396,132,3,3,4
4,11,44,15,3,3,4
4,50,200,67,3,3,4
10,57,570,190,3,3,4
5,22,110,37,3,3,4
9,18,162,54,3,3,4
3,45,135,45,3,3,4
17,31,527,176,3,3,4
3,51,153,51,3,3,4
16,35,560,187,3,3,4
4,21,84,28,3,3,4
18,26,468,156,3,3,4
17,23,391,131,3,3,4
7,23,161,54,3,3,4
5,43,215,72,3,3,4
12,29,348,116,3,3,4
17,20,340,114,3,3,4
13,25,325,109,3,3,4
3,60,180,60,3,3,4
9,40,360,120,3,3,4
17,15,255,85,3,3,4
17,28,476,159,3,3,4
20,46,920,307,3,3,4
16,13,208,70,3,3,4
13,56,728,243,3,3,4
19,13,247,83,3,3,4
17,29,493,165,3,3,4
4,19,76,26,3,3,4
12,33,396,132,3,3,4
9,44,396,132,3,3,4
19,35,665,222,3,3,4
12,46,552,184,3,3,4
9,47,423,141,3,3,4
7,30,210,70,3,3,4
14,49,686,229,3,3,4
20,48,960,320,3,3,4
19,30,570,190,3,3,4
15,19,285,95,3,3,4
16,47,752,251,3,3,4
5,55,275,92,3,3,4
3,13,39,13,3,3,4
12,54,648,216,3,3,4
20,29,580,194,3,3,4
4,26,104,35,3,3,4
16,16,256,86,3,3,4
7,13,91,31,3,3,4
13,38,494,165,3,3,4
10,23,230,77,3,3,4
7,12,84,28,3,3,4
14,33,462,154,3,3,4
5,46,230,77,3,3,4
3,25,75,25,3,3,4
11,13,143,48,3,3,4
11,33,363,121,3,3,4
18,43,774,258,3,3,4
15,39,585,195,3,3,4
12,27,324,108,3,3,4
9,28,252,84,3,3,4
10,40,400,134,3,3,4
12,28,336,112,3,3,4
17,58,986,329,3,3,4
6,55,330,110,3,3,4
7,28,196,66,3,3,4
14,31,434,145,3,3,4
13,33,429,143,3,3,4
8,54,432,144,3,3,4
10,21,210,70,3,3,4
9,39,351,117,3,3,4
18,47,846,282,3,3,4
2,40,80,27,3,3,4
5,45,225,75,3,3,4
5,28,140,47,3,3,4
6,57,342,114,3,3,4
19,54,1026,342,3,3,4
8,45,360,120,3,3,4
16,39,624,208,3,3,4
13,58,754,252,3,3,4
1,42,42,14,3,3,4
20,27,540,180,3,3,4
17,58,986,329,3,3,4
7,37,259,87,3,3,4
13,56,728,243,3,3,4
4,20,80,27,3,3,4
4,54,216,72,3,3,4
6,42,252,84,3,3,4
19,26,494,165,3,3,4
12,15,180,60,3,3,4
7,13,91,31,3,3,4
10,29,290,97,3,3,4
19,57,1083,361,3,3,4
7,56,392,131,3,3,4
3,36,108,36,3,3,4
13,24,312,104,3,3,4
13,15,195,65,3,3,4
18,56,1008,336,3,3,4
20,23,460,154,3,3,4
8,20,160,54,3,3,4
9,48,432,144,3,3,4
7,18,126,42,3,3,4
1,35,35,12,3,3,4
3,25,75,25,3,3,4
13,14,182,61,3,3,4
17,19,323,108,3,3,4
1,59,59,20,3,3,4
6,12,72,24,3,3,4
6,22,132,44,3,3,4
12,52,624,208,3,3,4
13,58,754,252,3,3,4
13,39,507,169,3,3,4
15,54,810,270,3,3,4
16,15,240,80,3,3,4
11,26,286,96,3,3,4
5,54,270,90,3,3,4
4,60,240,80,3,3,4
3,28,84,28,3,3,4
19,51,969,323,3,3,4
20,44,880,294,3,3,4
18,55,990,330,3,3,4
15,35,525,175,3,3,4
9,60,540,180,3,3,4
17,14,238,80,3,3,4
14,38,532,178,3,3,4
15,46,690,230,3,3,4
1,29,29,10,3,3,4
3,58,174,58,3,3,4
16,30,480,160,3,3,4
11,19,209,70,3,3,4
12,14,168,56,3,3,4
10,45,450,150,3,3,4
16,15,240,80,3,3,4
8,35,280,94,3,3,4
6,13,78,26,3,3,4
12,48,576,192,3,3,4
8,48,384,128,3,3,4
4,59,236,79,3,3,4
8,44,352,118,3,3,4
18,10,180,60,3,3,4
5,33,165,55,3,3,4
9,45,405,135,3,3,4
4,15,60,20,3,3,4
17,50,850,284,3,3,4
9,55,495,165,3,3,4
1,53,53,18,3,3,4
20,40,800,267,3,3,4
13,29,377,126,3,3,4
16,33,528,176,3,3,4
13,34,442,148,3,3,4
14,45,630,210,3,3,4
3,30,90,30,3,3,4
6,39,234,78,3,3,4
18,33,594,198,3,3,4
19,53,1007,336,3,3,4
5,51,255,85,3,3,4
15,39,585,195,3,3,4
2,31,62,21,3,3,4
10,37,370,124,3,3,4
18,16,288,96,3,3,4
13,44,572,191,3,3,4
5,37,185,62,3,3,4
1,23,23,8,3,3,4
1,19,19,7,3,3,4
18,25,450,150,3,3,4
15,25,375,125,3,3,4
17,40,680,227,3,3,4
11,51,561,187,3,3,4
17,34,578,193,3,3,4
13,22,286,96,3,3,4
1,15,15,5,3,3,4
2,53,106,36,3,3,4
9,18,162,54,3,3,4
3,54,162,54,3,3,4
1,45,45,15,3,3,4
16,52,832,278,3,3,4
6,29,174,58,3,3,4
17,27,459,153,3,3,4
5,52,260,87,3,3,4
5,30,150,50,3,3,4
6,13,78,26,3,3,4
3,59,177,59,3,3,4
5,42,210,70,3,3,4
5,36,180,60,3,3,4
10,16,160,54,3,3,4
10,15,150,50,3,3,4
19,24,456,152,3,3,4
17,27,459,153,3,3,4
14,41,574,192,3,3,4
9,20,180,60,3,3,4
14,29,406,136,3,3,4
1,33,33,11,3,3,4
19,24,456,152,3,3,4
13,57,741,247,3,3,4
13,16,208,70,3,3,4
4,30,120,40,3,3,4
1,51,51,17,3,3,4
17,35,595,199,3,3,4
8,53,424,142,3,3,4
2,23,46,16,3,3,4
8,46,368,123,3,3,4
7,30,210,70,3,3,4
2,27,54,18,3,3,4
3,14,42,14,3,3,4
18,12,216,72,3,3,4
12,32,384,128,3,3,4
1,35,35,12,3,3,4
12,46,552,184,3,3,4
5,33,165,55,3,3,4
17,58,986,329,3,3,4
16,28,448,150,3,3,4
15,60,900,300,3,3,4
15,34,510,170,3,3,4
5,30,150,50,3,3,4
14,21,294,98,3,3,4
2,50,100,34,3,3,4
11,42,462,154,3,3,4
19,59,1121,374,3,3,4
7,13,91,31,3,3,4
6,51,306,102,3,3,4
2,16,32,11,3,3,4
6,31,186,62,3,3,4
18,42,756,252,3,3,4
2,26,52,18,3,3,4
18,33,594,198,3,3,4
15,43,645,215,3,3,4
19,37,703,235,3,3,4
2,52,104,35,3,3,4
20,50,1000,334,3,3,4
6,48,288,96,3,3,4
1,31,31,11,3,3,4
15,58,870,290,3,3,4
10,26,260,87,3,3,4
19,43,817,273,3,3,4
17,15,255,85,3,3,4
5,55,275,92,3,3,4
4,15,60,20,3,3,4
10,43,430,144,3,3,4
17,10,170,57,3,3,4
10,19,190,64,3,3,4
17,30,510,170,3,3,4
20,14,280,94,3,3,4
5,11,55,19,3,3,4
2,31,62,21,3,3,4
6,57,342,114,3,3,4
2,11,22,8,3,3,4
13,19,247,83,3,3,4
11,43,473,158,3,3,4
11,25,275,92,3,3,4
16,57,912,304,3,3,4
11,60,660,220,3,3,4
19,48,912,304,3,3,4
15,31,465,155,3,3,4
16,21,336,112,3,3,4
11,33,363,121,3,3,4
16,56,896,299,3,3,4
8,49,392,131,3,3,4
4,47,188,63,3,3,4
8,19,152,51,3,3,4
4,44,176,59,3,3,4
3,60,180,60,3,3,4
3,58,174,58,3,3,4
18,41,738,246,3,3,4
19,16,304,102,3,3,4
19,30,570,190,3,3,4
5,29,145,49,3,3,4
18,35,630,210,3,3,4
10,13,130,44,3,3,4
6,55,330,110,3,3,4
1,31,31,11,3,3,4
5,24,120,40,3,3,4
9,49,441,147,3,3,4
12,30,360,120,3,3,4
14,24,336,112,3,3,4
2,31,62,21,3,3,4
17,37,629,210,3,3,4
14,23,322,108,3,3,4
13,36,468,156,3,3,4
9,50,450,150,3,3,4
15,49,735,245,3,3,4
15,37,555,185,3,3,4
11,35,385,129,3,3,4
16,58,928,310,3,3,4
17,11,187,63,3,3,4
4,34,136,46,3,3,4
1,12,12,4,3,3,4
8,17,136,46,3,3,4
17,53,901,301,3,3,4
3,42,126,42,3,3,4
20,51,1020,340,3,3,4
15,44,660,220,3,3,4
15,15,225,75,3,3,4
14,48,672,224,3,3,4
14,32,448,150,3,3,4
2,34,68,23,3,3,4
13,59,767,256,3,3,4
14,52,728,243,3,3,4
19,28,532,178,3,3,4
7,14,98,33,3,3,4
3,60,180,60,3,3,4
15,20,300,100,3,3,4
14,21,294,98,3,3,4
11,19,209,70,3,3,4
15,17,255,85,3,3,4
13,33,429,143,3,3,4
18,37,666,222,3,3,4
6,50,300,100,3,3,4
3,45,135,45,3,3,4
19,46,874,292,3,3,4
15,30,450,150,3,3,4
5,17,85,29,3,3,4
10,18,180,60,3,3,4
7,56,392,131,3,3,4
17,24,408,136,3,3,4
7,57,399,133,3,3,4
12,55,660,220,3,3,4
17,49,833,278,3,3,4
13,27,351,117,3,3,4
20,51,1020,340,3,3,4
4,29,116,39,3,3,4
10,15,150,50,3,3,4
3,21,63,21,3,3,4
9,11,99,33,3,3,4
13,16,208,70,3,3,4
18,25,450,150,3,3,4
15,12,180,60,3,3,4
4,54,216,72,3,3,4
15,12,180,60,3,3,4
2,36,72,24,3,3,4
15,59,885,295,3,3,4
8,52,416,139,3,3,4
8,49,392,131,3,3,4
17,47,799,267,3,3,4
12,42,504,168,3,3,4
19,37,703,235,3,3,4
10,10,100,34,3,3,4
9,17,153,51,3,3,4
5,46,230,77,3,3,4
6,41,246,82,3,3,4
20,57,1140,380,3,3,4
2,52,104,35,3,3,4
13,46,598,200,3,3,4
6,13,78,26,3,3,4
5,39,195,65,3,3,4
1,15,15,5,3,3,4
6,55,330,110,3,3,4
6,28,168,56,3,3,4
16,41,656,219,3,3,4
4,18,72,24,3,3,4
11,21,231,77,3,3,4
9,20,180,60,3,3,4
3,55,165,55,3,3,4
19,25,475,159,3,3,4
8,10,80,27,3,3,4
5,54,270,90,3,3,4
4,30,120,40,3,3,4
6,39,234,78,3,3,4
2,22,44,15,3,3,4
20,43,860,287,3,3,4
11,13,143,48,3,3,4
4,37,148,50,3,3,4
15,47,705,235,3,3,4
6,40,240,80,3,3,4
17,36,612,204,3,3,4
6,14,84,28,3,3,4
19,34,646,216,3,3,4
2,12,24,8,3,3,4
15,42,630,210,3,3,4
11,13,143,48,3,3,4
8,34,272,91,3,3,4
19,29,551,184,3,3,4
13,43,559,187,3,3,4
12,35,420,140,3,3,4
5,14,70,24,3,3,4
6,44,264,88,3,3,4
4,37,148,50,3,3,4
19,38,722,241,3,3,4
20,18,360,120,3,3,4
1,47,47,16,3,3,4
20,59,1180,394,3,3,4
17,15,255,85,3,3,4
12,28,336,112,3,3,4
15,53,795,265,3,3,4
1,20,20,7,3,3,4
14,11,154,52,3,3,4
6,56,336,112,3,3,4
5,53,265,89,3,3,4
11,53,583,195,3,3,4
4,18,72,24,3,3,4
13,30,390,130,3,3,4
11,33,363,121,3,3,4
3,43,129,43,3,3,4
1,31,31,11,3,3,4
6,12,72,24,3,3,4
18,21,378,126,3,3,4
10,37,370,124,3,3,4
5,39,195,65,3,3,4
10,35,350,117,3,3,4
12,57,684,228,3,3,4
2,30,60,20,3,3,4
13,37,481,161,3,3,4
8,35,280,94,3,3,4
2,42,84,28,3,3,4
20,30,600,200,3,3,4
1,44,44,15,3,3,4
5,43,215,72,3,3,4
9,50,450,150,3,3,4
17,60,1020,340,3,3,4
9,56,504,168,3,3,4
11,27,297,99,3,3,4
15,20,300,100,3,3,4
6,32,192,64,3,3,4
3,57,171,57,3,3,4
17,31,527,176,3,3,4
5,26,130,44,3,3,4
12,14,168,56,3,3,4
18,53,954,318,3,3,4
14,20,280,94,3,3,4
11,39,429,143,3,3,4
9,24,216,72,3,3,4
2,36,72,24,3,3,4
12,44,528,176,3,3,4
3,42,126,42,3,3,4
3,29,87,29,3,3,4
1,25,25,9,3,3,4
8,43,344,115,3,3,4
8,11,88,30,3,3,4
11,44,484,162,3,3,4
9,49,441,147,3,3,4
5,37,185,62,3,3,4
14,56,784,262,3,3,4
3,48,144,48,3,3,4
5,15,75,25,3,3,4
5,18,90,30,3,3,4
19,29,551,184,3,3,4
14,10,140,47,3,3,4
4,17,68,23,3,3,4
13,32,416,139,3,3,4
10,12,120,40,3,3,4
18,13,234,78,3,3,4
8,34,272,91,3,3,4
8,56,448,150,3,3,4
7,47,329,110,3,3,4
8,24,192,64,3,3,4
14,30,420,140,3,3,4
19,44,836,279,3,3,4
6,55,330,110,3,3,4
1,23,23,8,3,3,4
15,45,675,225,3,3,4
1,21,21,7,3,3,4
17,26,442,148,3,3,4
1,48,48,16,3,3,4
15,18,270,90,3,3,4
2,44,88,30,3,3,4
14,22,308,103,3,3,4
8,24,192,64,3,3,4
8,27,216,72,3,3,4
19,60,1140,380,3,3,4
7,42,294,98,3,3,4
19,15,285,95,3,3,4
6,36,216,72,3,3,4
6,32,192,64,3,3,4
3,36,108,36,3,3,4
7,43,301,101,3,3,4
19,55,1045,349,3,3,4
8,47,376,126,3,3,4
10,23,230,77,3,3,4
20,45,900,300,3,3,4
15,17,255,85,3,3,4
15,44,660,220,3,3,4
1,28,28,10,3,3,4
20,39,780,260,3,3,4
7,23,161,54,3,3,4
4,29,116,39,3,3,4
6,58,348,116,3,3,4
1,34,34,12,3,3,4
5,49,245,82,3,3,4
1,33,33,11,3,3,4
4,23,92,31,3,3,4
2,35,70,24,3,3,4
10,47,470,157,3,3,4
5,32,160,54,3,3,4
10,31,310,104,3,3,4
1,57,57,19,3,3,4
6,28,168,56,3,3,4
13,55,715,239,3,3,4
15,60,900,300,3,3,4
4,12,48,16,3,3,4
13,51,663,221,3,3,4
20,28,560,187,3,3,4
15,18,270,90,3,3,4
8,37,296,99,3,3,4
5,29,145,49,3,3,4
15,54,810,270,3,3,4
4,16,64,22,3,3,4
12,23,276,92,3,3,4
13,18,234,78,3,3,4
2,28,56,19,3,3,4
19,56,1064,355,3,3,4
19,23,437,146,3,3,4
4,47,188,63,3,3,4
4,45,180,60,3,3,4
11,49,539,180,3,3,4
5,26,130,44,3,3,4
20,39,780,260,3,3,4
11,18,198,66,3,3,4
10,42,420,140,3,3,4
8,34,272,91,3,3,4
6,23,138,46,3,3,4
6,20,120,40,3,3,4
8,44,352,118,3,3,4
15,50,750,250,3,3,4
14,23,322,108,3,3,4
11,39,429,143,3,3,4
12,50,600,200,3,3,4
13,13,169,57,3,3,4
8,13,104,35,3,3,4
18,37,666,222,3,3,4
1,17,17,6,3,3,4
15,11,165,55,3,3,4
8,50,400,134,3,3,4
11,55,605,202,3,3,4
12,31,372,124,3,3,4
12,50,600,200,3,3,4
4,25,100,34,3,3,4
16,38,608,203,3,3,4
4,58,232,78,3,3,4
5,57,285,95,3,3,4
5,39,195,65,3,3,4
8,21,168,56,3,3,4
10,44,440,147,3,3,4
17,20,340,114,3,3,4
9,55,495,165,3,3,4
19,59,1121,374,3,3,4
14,30,420,140,3,3,4
8,30,240,80,3,3,4
9,14,126,42,3,3,4
11,57,627,209,3,3,4
1,29,29,10,3,3,4
14,46,644,215,3,3,4
5,12,60,20,3,3,4
14,53,742,248,3,3,4
4,42,168,56,3,3,4
1,18,18,6,3,3,4
19,18,342,114,3,3,4
8,13,104,35,3,3,4
15,44,660,220,3,3,4
15,26,390,130,3,3,4
9,43,387,129,3,3,4
9,33,297,99,3,3,4
